file,changed,rows_before,rows_after,note,run_at
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/159992.SZ.csv,True,1296,1296,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1615.T.csv,True,4348,4348,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1617.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1618.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1619.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1620.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1621.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1622.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1623.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1624.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1625.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1626.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1627.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1628.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1629.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1630.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1631.T.csv,True,4293,4293,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1632.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/1633.T.csv,True,4297,4297,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2017.T.csv,True,399,399,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2096.T.csv,True,455,455,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2098.T.csv,True,455,455,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/210780.KS.csv,True,2614,2614,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/211560.KS.csv,True,2606,2606,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/215620.KS.csv,True,2269,2269,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/227540.KS.csv,True,2416,2416,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/227560.KS.csv,True,2414,2414,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/228790.KS.csv,True,2408,2408,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/228800.KS.csv,True,2406,2406,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/244580.KS.csv,True,2263,2263,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2510.T.csv,True,1913,1913,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2516.T.csv,True,1873,1873,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2529.T.csv,True,1564,1564,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2561.T.csv,True,1361,1361,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2564.T.csv,True,1239,1239,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2565.T.csv,True,1239,1239,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2626.T.csv,True,1137,1137,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2637.T.csv,True,1094,1094,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2638.T.csv,True,1038,1038,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2639.T.csv,True,1039,1039,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2640.T.csv,True,1038,1038,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2641.T.csv,True,1038,1038,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2644.T.csv,True,975,975,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2645.T.csv,True,974,974,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/266360.KS.csv,True,2044,2044,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/273130.KS.csv,True,1983,1983,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/275300.KS.csv,True,1939,1939,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/277650.KS.csv,True,1935,1935,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2820.HK.csv,True,1514,1514,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/2854.T.csv,True,794,794,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/3033.HK.csv,True,1241,1241,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/305540.KS.csv,True,1693,1693,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/3070.HK.csv,True,3345,3345,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/307510.KS.csv,True,1656,1656,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/310970.KS.csv,True,11,11,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/315270.KS.csv,True,1614,1614,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/3199.HK.csv,True,2850,2850,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/322400.KS.csv,True,1546,1546,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/364990.KS.csv,True,1189,1189,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/365000.KS.csv,True,1188,1188,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/381570.KS.csv,True,1069,1069,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/385560.KS.csv,True,1034,1034,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/445290.KS.csv,True,673,673,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/449450.KS.csv,True,638,638,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/466920.KS.csv,True,470,470,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/472720.KS.csv,True,419,419,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/476800.KS.csv,True,368,368,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/510230.SS.csv,True,3488,3488,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/512800.SS.csv,True,1969,1969,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/515100.SS.csv,True,1242,1242,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/515300.SS.csv,True,1460,1460,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/515880.SS.csv,True,1464,1464,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ACWI.csv,True,4394,4394,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ACWX.csv,True,4392,4392,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/AGG.csv,True,5525,5525,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/AGNG.csv,True,2348,2348,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/AIQ.csv,True,1840,1840,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/AIRR.csv,True,2896,2896,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ARGT.csv,True,3655,3655,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ARKG.csv,True,2730,2730,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ASHR.csv,True,2980,2980,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/BCIM.csv,True,996,996,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/BDRY.csv,True,1880,1880,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/BLOK.csv,True,1917,1917,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/BNKE.L.csv,True,1552,1552,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/BOTZ.csv,True,2261,2261,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/BRLUSD_X.csv,True,5233,5233,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CADUSD_X.csv,True,5720,5720,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CEMQ.DE.csv,True,2709,2709,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CEMR.DE.csv,True,2709,2709,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CHIC.csv,True,3582,3582,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CHIE.csv,True,3578,3578,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CHIH.csv,True,1319,1319,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CHII.csv,True,3589,3589,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CHIM.csv,True,3561,3561,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CHIQ.csv,True,3970,3970,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CHIR.csv,True,1319,1319,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CHIS.csv,True,1318,1318,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CHIU.csv,True,1319,1319,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CHIX.csv,True,3581,3581,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CIBR.csv,True,2561,2561,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CNXT.csv,True,2802,2802,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CNYUSD_X.csv,True,6053,6053,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/COWZ.csv,True,2192,2192,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CPER.csv,True,3476,3476,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CQQQ.csv,True,3935,3935,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CTEC.csv,True,1221,1221,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/CWB.csv,True,4129,4129,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/DBE.csv,True,4702,4702,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/DIA.csv,True,6956,6956,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/DMAT.csv,True,908,908,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/DRAG.csv,True,236,236,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/DRIV.csv,True,1861,1861,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/DTCR.csv,True,1221,1221,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/DXJC.csv,True,993,993,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/DXJF.csv,True,1251,1251,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/DXJH.csv,True,968,968,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/DXJR.csv,True,992,992,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ECNS.csv,True,3762,3762,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EEM.csv,True,5641,5641,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EFA.csv,True,6047,6047,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EFAV.csv,True,3494,3494,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EIDO.csv,True,3862,3862,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EIS.csv,True,4394,4394,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EMXC.csv,True,2045,2045,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ENGE.L.csv,True,3695,3695,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EPI.csv,True,4416,4416,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ESIC.L.csv,True,1216,1216,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ESIF.L.csv,True,1215,1215,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ESIS.L.csv,True,1216,1216,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ESIT.L.csv,True,1212,1212,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ESPO.csv,True,1733,1733,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EUAD.csv,True,223,223,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EUMV.csv,True,1567,1567,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EURUSD_X.csv,True,5652,5652,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWA.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWC.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWD.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWG.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWH.csv,True,7419,7419,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWI.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWJ.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWJV.csv,True,1640,1640,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWL.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWM.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWP.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWQ.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWS.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWT.csv,True,6343,6343,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWU.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWW.csv,True,7421,7421,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWY.csv,True,6372,6372,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EWZ.csv,True,6327,6327,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EXI.csv,True,4770,4770,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EXV1.DE.csv,True,4492,4492,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EXV3.DE.csv,True,4495,4495,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/EZU.csv,True,6318,6318,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/FALN.csv,True,2321,2321,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/FDHT.csv,True,985,985,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/FEZ.csv,True,5759,5759,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/FID.csv,True,3032,3032,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/FLJP.csv,True,1967,1967,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/FTSEMIB.MI.csv,True,7078,7078,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/FXI.csv,True,5266,5266,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/GCOW.csv,True,2404,2404,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/GLD.csv,True,5237,5237,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/GREK.csv,True,3460,3460,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/GRID.csv,True,3977,3977,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/HKDUSD_X.csv,True,6110,6110,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/HYDR.csv,True,1045,1045,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/HYG.csv,True,4637,4637,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/IBB.csv,True,6183,6183,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/IBIT.csv,True,417,417,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/IBUY.csv,True,2362,2362,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ICLN.csv,True,4330,4330,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/ICOL.csv,True,2317,2317,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/IDOG.csv,True,3071,3071,,2025-09-16T11:45:53+09:00
/home/runner/work/Macro-analysis/Macro-analysis/global_universe/data/daily/IDX_AEX.csv,True,8399,8399,,2025-09-16T11:45:53+09:00
